,LABEL,TEXT,PROCESSED_TEXT
1792,1,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,winner value network customer hvae select receive £ 900 reward collect ph_number valid 24 hour acl03530150pm
1793,-1,Haha... Hope ü can hear the receipt sound... Gd luck!,haha hope u hear receipt sound gd luck
1794,-1,Webpage s not available!,webpage s available
1795,-1,They r giving a second chance to rahul dengra.,r give second chance rahul dengra
1796,0,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,8007 25p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed ph_number profit 2 charity
1797,-1,Hi. I'm always online on yahoo and would like to chat with you someday,hi ' m online yahoo like chat someday
1798,-1,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,d proof r will not allow work come home day
1799,-1,Come by our room at some point so we can iron out the plan for this weekend,come room point iron plan weekend
1800,-1,Even i cant close my eyes you are in me our vava playing umma :-D,not close eye vava play umma -d
1801,-1,So dont use hook up any how,nt use hook
1802,0,it to 80488. Your 500 free text messages are valid until 31 December 2005.,80488 500 free text message valid 31 december 2005
1803,-1,I will be gentle baby! Soon you will be taking all ..,gentle baby soon take
1804,-1,Thats cool! I am a gentleman and will treat you with dignity and respect.,s cool gentleman treat dignity respect
1805,-1,Shall i get my pouch?,shall pouch
1806,-1,Well she's in for a big surprise!,big surprise
1807,-1,K:)all the best:)congrats...,kall bestcongrats
1808,-1,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,neva grumble sad lor hee buy tmr lor aft lunch meetin 4 lunch tmr neva hear fr lei u get lot work ar
1809,-1,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,pen thing joke will not biro master
1810,-1,Xy trying smth now. U eat already? We havent...,xy try smth u eat nt
1811,-1,Yes i thought so. Thanks.,yes think thanks
1812,-1,YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup
1813,-1,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? It's enough today.",' m go to home soon want talk stuff anymore tonight k today
1814,-1,This phone has the weirdest auto correct.,phone weird auto correct
1815,-1,Mm feeling sleepy. today itself i shall get that dear,mm feel sleepy today shall dear
1816,1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",select stay 1 250 british hotel holiday worth £ 350 claim london ph_number bx 526 sw73ss
1817,0,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468","sms ac sun0819 post hello:""you cool want hi hi stop send stop 62468"
1818,-1,"Sorry da thangam, very very sorry i am held up with prasad.",sorry da thangam sorry hold prasad
1820,-1,Ü no home work to do meh...,u home work meh
1821,0,"Rental  Helpline  9999991155 1000-100, 000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155",rental helpline ph_number 1000 100 000 sq.ft noida gr.noida office industrial use goldenberg estates pvt.ltd email 999 999 1155
1822,0,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,ur cash balance currently 500 pound maximize ur cash send 86688 150p msg cc ph_number hg suite342/2lands row w1j6hl
1823,-1,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,' m come thursday yay go to ok money cheers oh yeah alright s school work
1824,-1,Id onluy matters when getting on from offcampus,d onluy matter get offcampus
1825,-1,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad story man week b'day wife did'nt wish parent forget n kid go work colleague wish enter cabin pa say happy b'day boss feel special askd 4 lunch lunch invite apartment go say u mind bedroom minute ok sed sexy mood come 5 minut latr wid cake n wife parent kidz friend n colleague scream surprise wait sofa naked
1826,-1,Lol u still feeling sick?,lol u feel sick
1827,-1,Nan sonathaya soladha. Why boss?,nan sonathaya soladha boss
1828,-1,How is your schedule next week? I am out of town this weekend.,schedule week town weekend
1829,1,"We have received a request from you for purchasing Paytm Payments Bank FASTag. Total amount to be paid is Rs 250/- (Tag Cost Rs. 100 Security Deposit Rs. 0, Threshold -Rs. 150). In case of any queries, please contact us at https://m.paytm.me/fastag-help",receive request purchase paytm payments bank fastag total pay r 250/- tag cost r 100 security deposit r 0 threshold -r 150 case query contact https://m.paytm.me/fastag-help
1830,-1,I donno if they are scorable,donno scorable
1831,1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent ph_number landline complimentary 4 lux costa del sol holiday £ 1000 cash await collection ppm 150 sae t&c james 28 eh74rr
1832,-1,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow go theatre come u tell come tomorrow
1833,-1,"Haha get used to driving to usf man, I know a lot of stoners",haha drive usf man know lot stoner
1834,-1,S.s:)i thinl role is like sachin.just standing. Others have to hit.,s.si thinl role like sachin.just standing hit
1835,-1,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,hey congrat 2u2 d luv 2 ve 2 home
1836,-1,"He will, you guys close?",guy close
1837,-1,I want  &lt;#&gt;  rs da:)do you have it?,want rs dado
1838,-1,You're right I have now that I think about it,right think
1839,-1,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,life face choice toss coin becoz settle question coin air u know heart hope gudni8
1840,-1,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,come hostel m go sleep plz class hrishi
1842,-1,Yes princess! I want to please you every night. Your wish is my command...,yes princess want night wish command
1843,-1,"Haha yeah, 2 oz is kind of a shitload",haha yeah 2 oz kind shitload
1844,-1,Wishing you a wonderful week.,wish wonderful week
1845,-1,"Haha good to hear, I'm officially paid and on the market for an 8th",haha good hear ' m officially pay market 8th
1846,-1,Get me out of this dump heap. My mom decided to come to lowes. BORING.,dump heap mom decide come lowes boring
1847,-1,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,wot student discount u book
1848,-1,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry nt right happen r 2waxsto wat want come ill medical insurance able deliver basic care ' m currently shop right medical insurance til friday morning s i.ll major person guide right insurance
1849,-1,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,alex know guy sell mids south tampa think set like 8
1850,-1,Ok�say my regards..,ok regard
1851,-1,Total video converter free download type this in google search:),total video converter free download type google search
1852,-1,What are youdoing later? Sar xxx,youdoe later sar xxx
1853,-1,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",time tonight cool text
1854,-1,How much is blackberry bold2 in nigeria.,blackberry bold2 nigeria
1855,-1,I not at home now lei...,home lei
1856,-1,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,shall bring bottle wine amuse joke i‘ll bring
1857,0,You have an important customer service announcement from PREMIER.,important customer service announcement premier
1858,1,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","congratulations thanks good friend u win £ 2,000 xmas prize 2 claim easy ph_number 10p minute bt national rate"
1859,-1,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",nt search love let love find u. s call falling love bcoz u not force u fall u know smeone hold u bslvyl
1860,-1,Bring it if you got it,bring get
1861,-1,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,m arestaurant eat squid 10:30 wanna dosomething late
1862,0,	Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,freemsg 1 month unlimited free call activate smartcall txt 68866 subscriptn3gbp wk unlimited call help ph_number stop?txt stop landlineonly
1863,-1,Ok lor ü reaching then message me.,ok lor u reach message
1864,-1,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",good evening sir hope have nice day want bring notice late pay rent past month pay $ charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
1865,-1,soon you will have the real thing princess! Do i make you wet? :),soon real thing princess wet
1866,-1,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night","fishrman wake early d mrng dark waited find sack ful stones strtd throwin thm in2 d sea 2 pass time atlast jus 1stone sun rose find tht r nt stones diamonds moral:""dont wake early d mrng good night"
1867,-1,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,alright thanks advice enjoy night ' m try sleep
1868,0,	FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,freemsg feelin kinda lnly hope u like 2 company jst get cam moby wanna c pic?txt reply date 82242 msg150p 2rcv hlp ph_number stop 82242
1870,-1,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,payment not sorry want fedex way
1871,-1,Aiyar sorry lor forgot 2 tell u...,aiyar sorry lor forget 2 tell u
1873,-1,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",' ve call hope l8r malaria know miss guy miss bani big pls love especially great day
1874,-1,"Yeah I am, so I'll leave maybe 7ish?",yeah leave maybe 7ish
1875,1,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,big brother alert computer select u 10k cash 150 voucher ph_number ntt po box cro1327 18 + bt landline cost 150ppm mobile vary
1876,-1,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",faith make thing possible hope make thing work love make thing beautiful christmas!merry christmas
